gene,cancer_type
BCL10,ESCA
BCL11B,ESCA
BCL2,ESCA
BCL2L1,ESCA
BCL2L12,ESCA
BCL2L15,ESCA
BCL2L2-PABPN1,ESCA
BCL6,ESCA
BCL7C,ESCA
BCL9,ESCA
BCL9L,ESCA
BCLAF1,ESCA
BCORL1,ESCA
BCS1L,ESCA
BDH2,ESCA
BDNF,ESCA
BDP1,ESCA
BECN1,ESCA
BEND3,ESCA
BET1,ESCA
BEX2,ESCA
BEX4,ESCA
BFAR,ESCA
BFSP1,ESCA
BGLAP,ESCA
BHLHB9,ESCA
BHLHE22,ESCA
BHLHE40,ESCA
BHLHE41,ESCA
BHMT,ESCA
BICD2,ESCA
BID,ESCA
BIRC2,ESCA
BIRC3,ESCA
BIRC5,ESCA
BIRC6,ESCA
BIRC8,ESCA
BIVM,ESCA
BLM,ESCA
BLOC1S2,ESCA
BLOC1S6,ESCA
BLVRB,ESCA
BLZF1,ESCA
BMF,ESCA
BMI1,ESCA
BMP10,ESCA
BMP2K,ESCA
BMP3,ESCA
BMP4,ESCA
BMP5,ESCA
BMP8A,ESCA
BMP8B,ESCA
BMPR1A,ESCA
BMPR1B,ESCA
BMPR2,ESCA
BMS1,ESCA
BNC1,ESCA
BNC2,ESCA
BNIP1,ESCA
BNIP2,ESCA
BNIP3,ESCA
BOD1L1,ESCA
BOD1L2,ESCA
BOLA3,ESCA
BOP1,ESCA
BORA,ESCA
BPGM,ESCA
BPIFC,ESCA
BPNT1,ESCA
BPTF,ESCA
BPY2C,ESCA
BRAF,ESCA
BRAP,ESCA
BRAT1,ESCA
BRCA1,ESCA
BRCA2,ESCA
BRCC3,ESCA
BRD1,ESCA
BRD2,ESCA
BRD4,ESCA
BRD7,ESCA
BRD8,ESCA
BRD9,ESCA
BRF1,ESCA
BRF2,ESCA
BRI3,ESCA
BRI3BP,ESCA
BRINP2,ESCA
BRIP1,ESCA
BRIX1,ESCA
BRMS1,ESCA
BRMS1L,ESCA
BRPF1,ESCA
BRPF3,ESCA
BRS3,ESCA
BRWD1,ESCA
BRWD3,ESCA
BSCL2,ESCA
BSG,ESCA
BSN,ESCA
BSND,ESCA
BSPH1,ESCA
BST1,ESCA
BTAF1,ESCA
BTBD10,ESCA
BTBD3,ESCA
BTBD6,ESCA
BTBD7,ESCA
BTBD8,ESCA
BTBD9,ESCA
BTC,ESCA
BTD,ESCA
BTF3,ESCA
BTF3L4,ESCA
BTG1,ESCA
BTK,ESCA
BTLA,ESCA
BTRC,ESCA
BUB1,ESCA
BUB1B,ESCA
BUB3,ESCA
BUD13,ESCA
BUD31,ESCA
BYSL,ESCA
BZW1,ESCA
BZW2,ESCA
C10orf10,ESCA
C10orf107,ESCA
C10orf128,ESCA
C10orf129,ESCA
C10orf131,ESCA
C10orf137,ESCA
C10orf2,ESCA
C10orf68,ESCA
C10orf76,ESCA
C10orf82,ESCA
C10orf88,ESCA
C10orf95,ESCA
C11orf30,ESCA
C11orf31,ESCA
C11orf42,ESCA
C11orf49,ESCA
C11orf54,ESCA
C11orf57,ESCA
C11orf58,ESCA
C11orf65,ESCA
C11orf70,ESCA
C11orf73,ESCA
C11orf74,ESCA
C11orf82,ESCA
C11orf83,ESCA
C11orf85,ESCA
C11orf88,ESCA
C11orf91,ESCA
C11orf94,ESCA
C12orf10,ESCA
C12orf4,ESCA
C12orf40,ESCA
C12orf42,ESCA
C12orf43,ESCA
C12orf45,ESCA
C12orf49,ESCA
C12orf50,ESCA
C12orf52,ESCA
C12orf56,ESCA
C12orf57,ESCA
C12orf65,ESCA
C12orf71,ESCA
C12orf75,ESCA
C13orf45,ESCA
C14orf159,ESCA
C14orf164,ESCA
C14orf166,ESCA
C14orf166B,ESCA
C14orf178,ESCA
C14orf2,ESCA
C14orf28,ESCA
C14orf39,ESCA
C14orf80,ESCA
C15orf26,ESCA
C15orf38-AP3S2,ESCA
C15orf41,ESCA
C15orf43,ESCA
C15orf48,ESCA
C15orf57,ESCA
C16orf45,ESCA
C16orf59,ESCA
C16orf62,ESCA
C16orf72,ESCA
C16orf80,ESCA
C16orf87,ESCA
C16orf90,ESCA
C16orf92,ESCA
C17orf102,ESCA
C17orf104,ESCA
C17orf105,ESCA
C17orf49,ESCA
C17orf58,ESCA
C17orf66,ESCA
C17orf70,ESCA
C17orf74,ESCA
C17orf75,ESCA
C17orf80,ESCA
C17orf85,ESCA
C17orf89,ESCA
C17orf96,ESCA
C17orf98,ESCA
C17orf99,ESCA
C18orf21,ESCA
C18orf32,ESCA
C19orf18,ESCA
C19orf25,ESCA
C19orf40,ESCA
C19orf43,ESCA
C19orf48,ESCA
C19orf52,ESCA
C19orf53,ESCA
C19orf70,ESCA
C19orf77,ESCA
C19orf82,ESCA
C19orf83,ESCA
C1D,ESCA
C1GALT1,ESCA
C1GALT1C1,ESCA
C1orf101,ESCA
C1orf105,ESCA
C1orf109,ESCA
C1orf112,ESCA
C1orf122,ESCA
C1orf131,ESCA
C1orf146,ESCA
C1orf172,ESCA
C1orf234,ESCA
C1orf27,ESCA
C1orf35,ESCA
C1orf43,ESCA
C1orf52,ESCA
C1orf54,ESCA
C1orf74,ESCA
C1orf86,ESCA
C1orf87,ESCA
C1QBP,ESCA
C1QL2,ESCA
C1QTNF5,ESCA
