gene,cancer_type
C4orf33,SARC
C4orf46,SARC
C4orf47,SARC
C4orf51,SARC
C5orf15,SARC
C5orf38,SARC
C5orf48,SARC
C5orf52,SARC
C5orf58,SARC
C5orf60,SARC
C6,SARC
C6orf106,SARC
C6orf163,SARC
C6orf211,SARC
C6orf226,SARC
C6orf47,SARC
C6orf48,SARC
C6orf58,SARC
C6orf62,SARC
C6orf89,SARC
C7orf25,SARC
C7orf26,SARC
C7orf34,SARC
C7orf55-LUC7L2,SARC
C7orf57,SARC
C7orf62,SARC
C8orf33,SARC
C8orf44,SARC
C8orf88,SARC
C9orf114,SARC
C9orf129,SARC
C9orf131,SARC
C9orf135,SARC
C9orf153,SARC
C9orf156,SARC
C9orf16,SARC
C9orf172,SARC
C9orf41,SARC
C9orf78,SARC
C9orf85,SARC
C9orf96,SARC
CA11,SARC
CA5A,SARC
CAAP1,SARC
CAB39,SARC
CABIN1,SARC
CACNA2D1,SARC
CACNB1,SARC
CACNB3,SARC
CACNG2,SARC
CACNG3,SARC
CACNG6,SARC
CACTIN,SARC
CACYBP,SARC
CAD,SARC
CADM4,SARC
CALCA,SARC
CALCB,SARC
CALCOCO2,SARC
CALM2,SARC
CALML6,SARC
CAMK1D,SARC
CAMK2B,SARC
CAMLG,SARC
CAMSAP2,SARC
CAMSAP3,SARC
CAND1,SARC
CANT1,SARC
CANX,SARC
CAP1,SARC
CAPN15,SARC
CAPRIN1,SARC
CAPS2,SARC
CAPZA2,SARC
CAPZB,SARC
CARD10,SARC
CARD16,SARC
CARD17,SARC
CARM1,SARC
CARS,SARC
CARS2,SARC
CASC1,SARC
CASC3,SARC
CASC5,SARC
CASP3,SARC
CASP8,SARC
CAST,SARC
CASZ1,SARC
CATSPER1,SARC
CATSPER4,SARC
CAV1,SARC
CAV2,SARC
CBFB,SARC
CBLL1,SARC
CBLN2,SARC
CBLN4,SARC
CBWD1,SARC
CBWD3,SARC
CBX1,SARC
CBX3,SARC
CC2D1A,SARC
CC2D2B,SARC
CCAR1,SARC
CCDC101,SARC
CCDC102A,SARC
CCDC102B,SARC
CCDC104,SARC
CCDC106,SARC
CCDC107,SARC
CCDC109B,SARC
CCDC112,SARC
CCDC115,SARC
CCDC117,SARC
CCDC12,SARC
CCDC121,SARC
CCDC130,SARC
CCDC132,SARC
CCDC137,SARC
CCDC140,SARC
CCDC144A,SARC
CCDC144NL,SARC
CCDC148,SARC
CCDC152,SARC
CCDC158,SARC
CCDC160,SARC
CCDC172,SARC
CCDC173,SARC
CCDC174,SARC
CCDC178,SARC
CCDC179,SARC
CCDC181,SARC
CCDC22,SARC
CCDC23,SARC
CCDC25,SARC
CCDC27,SARC
CCDC38,SARC
CCDC43,SARC
CCDC50,SARC
CCDC51,SARC
CCDC58,SARC
CCDC59,SARC
CCDC6,SARC
CCDC62,SARC
CCDC63,SARC
CCDC66,SARC
CCDC68,SARC
CCDC69,SARC
CCDC73,SARC
CCDC74B,SARC
CCDC77,SARC
CCDC80,SARC
CCDC82,SARC
CCDC84,SARC
CCDC85C,SARC
CCDC86,SARC
CCDC9,SARC
CCDC90B,SARC
CCDC91,SARC
CCDC93,SARC
CCDC94,SARC
CCER1,SARC
CCIN,SARC
CCL1,SARC
CCL13,SARC
CCL27,SARC
CCL7,SARC
CCM2,SARC
CCNA2,SARC
CCNB1,SARC
CCNB1IP1,SARC
CCNB2,SARC
CCNC,SARC
CCND1,SARC
CCND2,SARC
CCND3,SARC
CCNDBP1,SARC
CCNE1,SARC
CCNE2,SARC
CCNF,SARC
CCNG1,SARC
CCNH,SARC
CCNI,SARC
CCNK,SARC
CCNL1,SARC
CCNT1,SARC
CCNT2,SARC
CCNYL1,SARC
CCP110,SARC
CCR4,SARC
CCR5,SARC
CCS,SARC
CCSER1,SARC
CCT2,SARC
CCT3,SARC
CCT4,SARC
CCT5,SARC
CCT6A,SARC
CCT6B,SARC
CCT7,SARC
CCT8,SARC
CCT8L2,SARC
CCZ1B,SARC
CD151,SARC
CD163,SARC
CD164,SARC
CD177,SARC
CD19,SARC
CD1C,SARC
CD200,SARC
CD244,SARC
CD27,SARC
CD276,SARC
CD2AP,SARC
CD2BP2,SARC
CD300C,SARC
CD302,SARC
CD36,SARC
CD37,SARC
CD3D,SARC
CD3EAP,SARC
CD4,SARC
CD44,SARC
CD46,SARC
CD47,SARC
CD48,SARC
CD52,SARC
CD55,SARC
CD58,SARC
CD5L,SARC
CD79A,SARC
CD79B,SARC
CD81,SARC
CD86,SARC
CD8B,SARC
CD9,SARC
CD96,SARC
CDADC1,SARC
CDAN1,SARC
CDC123,SARC
CDC16,SARC
CDC20,SARC
CDC23,SARC
CDC25A,SARC
CDC25B,SARC
CDC26,SARC
CDC27,SARC
CDC37,SARC
CDC37L1,SARC
CDC40,SARC
CDC42,SARC
CDC45,SARC
CDC5L,SARC
CDC6,SARC
CDC7,SARC
CDC73,SARC
CDCA2,SARC
CDCA3,SARC
CDCA5,SARC
CDCA8,SARC
CDCP2,SARC
CDH1,SARC
CDH10,SARC
CDH11,SARC
CDH17,SARC
CDH2,SARC
CDH23,SARC
CDH24,SARC
CDIP1,SARC
CDIPT,SARC
CDK1,SARC
CDK11A,SARC
CDK12,SARC
CDK13,SARC
CDK16,SARC
CDK17,SARC
CDK2,SARC
CDK2AP2,SARC
CDK4,SARC
CDK5,SARC
CDK5R2,SARC
CDK5RAP2,SARC
CDK5RAP3,SARC
CDK6,SARC
CDK7,SARC
CDK8,SARC
CDK9,SARC
CDKL4,SARC
CDKN2AIP,SARC
CDKN2B,SARC
CDRT1,SARC
CDRT15,SARC
CDRT15L2,SARC
CDS2,SARC
CDT1,SARC
CDX2,SARC
CDY2B,SARC
CEACAM3,SARC
CEACAM4,SARC
CEACAM5,SARC
CEACAM6,SARC
CEACAM8,SARC
CEBPA,SARC
CEBPB,SARC
CEBPD,SARC
CEBPZ,SARC
CELSR2,SARC
CEND1,SARC
CENPA,SARC
CENPC,SARC
CENPE,SARC
CENPF,SARC
CENPH,SARC
CENPI,SARC
CENPJ,SARC
CENPK,SARC
CENPL,SARC
CENPM,SARC
CENPN,SARC
CENPO,SARC
CENPP,SARC
CENPQ,SARC
CENPT,SARC
CENPU,SARC
CENPW,SARC
CEP104,SARC
CEP112,SARC
CEP120,SARC
CEP135,SARC
CEP152,SARC
CEP170,SARC
CEP170B,SARC
CEP192,SARC
CEP290,SARC
CEP350,SARC
CEP44,SARC
CEP55,SARC
CEP57,SARC
CEP57L1,SARC
CEP63,SARC
CEP70,SARC
CEP78,SARC
CEP85,SARC
CEP95,SARC
CEP97,SARC
CEPT1,SARC
CERS2,SARC
CERS3,SARC
CERS5,SARC
CES1,SARC
CETN2,SARC
CETN3,SARC
CFC1,SARC
CFC1B,SARC
CFDP1,SARC
CFH,SARC
CFHR1,SARC
CFHR3,SARC
CFHR4,SARC
CFHR5,SARC
CFI,SARC
CFL1,SARC
CFLAR,SARC
CH25H,SARC
CHAC2,SARC
CHAF1A,SARC
CHAF1B,SARC
CHAMP1,SARC
CHCHD1,SARC
CHCHD2,SARC
CHCHD3,SARC
CHCHD4,SARC
CHCHD5,SARC
CHCHD7,SARC
CHD1,SARC
CHD2,SARC
CHD4,SARC
CHD6,SARC
CHD7,SARC
CHD8,SARC
CHD9,SARC
CHDC2,SARC
CHEK1,SARC
CHERP,SARC
CHFR,SARC
CHI3L2,SARC
CHIC1,SARC
CHIC2,SARC
CHKA,SARC
CHM,SARC
CHML,SARC
CHMP1A,SARC
CHMP1B,SARC
CHMP2A,SARC
CHMP2B,SARC
CHMP3,SARC
CHMP4B,SARC
CHMP5,SARC
CHMP6,SARC
CHMP7,SARC
CHORDC1,SARC
CHP1,SARC
CHPT1,SARC
CHRAC1,SARC
CHRFAM7A,SARC
CHRM2,SARC
CHRM4,SARC
CHRNE,SARC
CHST10,SARC
CHST11,SARC
CHST8,SARC
CHTF18,SARC
CHTF8,SARC
CHTOP,SARC
CHUK,SARC
CHURC1,SARC
CIAO1,SARC
CIAPIN1,SARC
CILP,SARC
CINP,SARC
CIR1,SARC
CIRH1A,SARC
CISD1,SARC
CIT,SARC
CITED2,SARC
CITED4,SARC
CKAP2,SARC
CKAP2L,SARC
CKAP4,SARC
CKAP5,SARC
CKS2,SARC
CLASRP,SARC
CLCC1,SARC
CLCN3,SARC
CLDN1,SARC
CLDN24,SARC
CLDN6,SARC
CLDND1,SARC
CLDND2,SARC
CLEC11A,SARC
CLEC12A,SARC
CLEC18A,SARC
CLEC18B,SARC
CLEC18C,SARC
CLEC2B,SARC
CLEC9A,SARC
CLECL1,SARC
CLGN,SARC
CLHC1,SARC
CLIC4,SARC
CLINT1,SARC
CLK1,SARC
CLK2,SARC
CLK3,SARC
CLMN,SARC
CLMP,SARC
CLNS1A,SARC
CLOCK,SARC
CLP1,SARC
CLPB,SARC
CLPP,SARC
CLPX,SARC
CLSPN,SARC
CLTA,SARC
CLTC,SARC
CLTCL1,SARC
CLUAP1,SARC
CLUH,SARC
CMA1,SARC
CMAS,SARC
CMC1,SARC
CMC2,SARC
CMC4,SARC
CMIP,SARC
CMPK1,SARC
CMTM6,SARC
CMTR1,SARC
CMTR2,SARC
CNBP,SARC
CNEP1R1,SARC
CNGA1,SARC
CNIH1,SARC
CNN2,SARC
CNOT1,SARC
CNOT10,SARC
CNOT11,SARC
CNOT2,SARC
CNOT3,SARC
CNOT4,SARC
CNOT6,SARC
